"TIME", "PRESSURE1", "DISPLACEMENT_X1", "DISPLACEMENT_Y1", "STRESS_XX", "STRESS_YY", "STRESS_ZZ", "STRESS_XY", "STRAIN_XX", "STRAIN_YY", "STRAIN_XY"
0.000000000000e+00, 1.000000000000e+03, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
2.000000000000e-03, 0.000000000000e+00, -4.436950415878e-08, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.076757794714e-12, -9.000000000000e-07, 6.146358929592e-22, 2.584218707313e-21
4.000000000000e-03, 0.000000000000e+00, -6.465401779089e-08, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.448129292328e-12, -9.000000000000e-07, 5.214256267014e-22, 3.475510301587e-21
6.000000000000e-03, 0.000000000000e+00, -8.030196421444e-08, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.296057038284e-12, -9.000000000000e-07, 1.542422278225e-22, 3.110536891882e-21
8.000000000000e-03, 0.000000000000e+00, -9.343290063651e-08, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.379797984295e-12, -9.000000000000e-07, 3.183760678378e-22, 3.311515162309e-21
1.000000000000e-02, 0.000000000000e+00, -1.049557251472e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 6.566079440496e-13, -9.000000000000e-07, 2.525322180276e-21, 1.575859065719e-21
1.200000000000e-02, 0.000000000000e+00, -1.153421532301e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.430273771199e-12, -9.000000000000e-07, 5.061641915647e-22, 3.432657050878e-21
1.400000000000e-02, 0.000000000000e+00, -1.248721995180e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.493412988481e-12, -9.000000000000e-07, 4.533620333379e-22, 3.584191172353e-21
1.600000000000e-02, 0.000000000000e+00, -1.337273742959e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.431237344420e-12, -9.000000000000e-07, 4.163949383819e-22, 3.434969626608e-21
1.800000000000e-02, 0.000000000000e+00, -1.420337013607e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 9.327721178598e-13, -9.000000000000e-07, 1.689667950317e-21, 2.238653082864e-21
2.000000000000e-02, 0.000000000000e+00, -1.498813471140e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.061415001823e-12, -9.000000000000e-07, 1.737357246486e-21, 2.547396004375e-21
2.200000000000e-02, 0.000000000000e+00, -1.573386918833e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.269507235955e-12, -9.000000000000e-07, 1.818715388732e-21, 3.046817366292e-21
2.400000000000e-02, 0.000000000000e+00, -1.644586739800e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.127793274423e-12, -9.000000000000e-07, 1.579555679222e-21, 2.706703858615e-21
2.600000000000e-02, 0.000000000000e+00, -1.712832631710e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.206775665865e-12, -9.000000000000e-07, 1.843816125382e-21, 2.896261598077e-21
2.800000000000e-02, 0.000000000000e+00, -1.778471331354e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.419711655092e-12, -9.000000000000e-07, 1.907990243118e-21, 3.407307972220e-21
3.000000000000e-02, 0.000000000000e+00, -1.841773290736e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.244765956997e-12, -9.000000000000e-07, 1.576210146086e-21, 2.987438296793e-21
3.200000000000e-02, 0.000000000000e+00, -1.902971430638e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.287948338880e-12, -9.000000000000e-07, 1.553492189682e-21, 3.091076013312e-21
3.400000000000e-02, 0.000000000000e+00, -1.962262433059e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.424614721721e-12, -9.000000000000e-07, 1.680964973103e-21, 3.419075332131e-21
3.600000000000e-02, 0.000000000000e+00, -2.019814136602e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.309976832780e-12, -9.000000000000e-07, 1.688224446341e-21, 3.143944398673e-21
3.800000000000e-02, 0.000000000000e+00, -2.075771128693e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.569741906400e-12, -9.000000000000e-07, 1.698988865258e-21, 3.767380575361e-21
4.000000000000e-02, 0.000000000000e+00, -2.130259017458e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.329759500350e-12, -9.000000000000e-07, 1.649611313834e-21, 3.191422800841e-21
4.200000000000e-02, 0.000000000000e+00, -2.183396626743e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.313857014654e-12, -9.000000000000e-07, 1.608855811288e-21, 3.153256835170e-21
4.400000000000e-02, 0.000000000000e+00, -2.235270955218e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.341692836870e-12, -9.000000000000e-07, 1.617022421484e-21, 3.220062808488e-21
4.600000000000e-02, 0.000000000000e+00, -2.285967931952e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.493357443722e-12, -9.000000000000e-07, 1.545406200615e-21, 3.584057864933e-21
4.800000000000e-02, 0.000000000000e+00, -2.335564270348e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.494639696832e-12, -9.000000000000e-07, 1.737964929078e-21, 3.587135272397e-21
5.000000000000e-02, 0.000000000000e+00, -2.384128698166e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.324041139337e-12, -9.000000000000e-07, 1.493857841930e-21, 3.177698734410e-21
5.200000000000e-02, 0.000000000000e+00, -2.431723073143e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.846154387458e-12, -9.000000000000e-07, 9.575267546420e-22, 4.430770529898e-21
5.400000000000e-02, 0.000000000000e+00, -2.478403306995e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.581063772133e-12, -9.000000000000e-07, 1.398523367644e-21, 3.794553053119e-21
5.600000000000e-02, 0.000000000000e+00, -2.524220135403e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.721801215948e-12, -9.000000000000e-07, 1.433193587683e-21, 4.132322918276e-21
5.800000000000e-02, 0.000000000000e+00, -2.569219764183e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.418560969547e-12, -9.000000000000e-07, 1.522917828005e-21, 3.404546326913e-21
6.000000000000e-02, 0.000000000000e+00, -2.613455482523e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.568387397260e-12, -9.000000000000e-07, 1.277602245093e-21, 3.764129753424e-21
6.200000000000e-02, 0.000000000000e+00, -2.656954214545e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.739249089885e-12, -9.000000000000e-07, 1.356185505930e-21, 4.174197815725e-21
6.400000000000e-02, 0.000000000000e+00, -2.699751314312e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.969108566175e-12, -9.000000000000e-07, 1.248058376765e-21, 4.725860558821e-21
6.600000000000e-02, 0.000000000000e+00, -2.741879670739e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.716681381228e-12, -9.000000000000e-07, 1.275169267687e-21, 4.120035314946e-21
6.800000000000e-02, 0.000000000000e+00, -2.783369679589e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.701640556954e-12, -9.000000000000e-07, 1.138196234511e-21, 4.083937336690e-21
7.000000000000e-02, 0.000000000000e+00, -2.824249491229e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.853755411261e-12, -9.000000000000e-07, 1.427016314952e-21, 4.449012987026e-21
7.200000000000e-02, 0.000000000000e+00, -2.864545234250e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.861386090831e-12, -9.000000000000e-07, 1.234600329736e-21, 4.467326617995e-21
7.400000000000e-02, 0.000000000000e+00, -2.904281211203e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.985025879755e-12, -9.000000000000e-07, 1.144217658973e-21, 4.764062111412e-21
7.600000000000e-02, 0.000000000000e+00, -2.943480070372e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 2.049447350146e-12, -9.000000000000e-07, 1.454427403120e-21, 4.918673640351e-21
7.800000000000e-02, 0.000000000000e+00, -2.982162957084e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.914052159307e-12, -9.000000000000e-07, 1.070789396345e-21, 4.593725182338e-21
8.000000000000e-02, 0.000000000000e+00, -3.020349647444e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 2.120452609750e-12, -9.000000000000e-07, 1.090360489115e-21, 5.089086263399e-21
8.200000000000e-02, 0.000000000000e+00, -3.058058666931e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 2.089188736503e-12, -9.000000000000e-07, 1.052759892280e-21, 5.014052967607e-21
8.400000000000e-02, 0.000000000000e+00, -3.095307395910e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 2.065978017902e-12, -9.000000000000e-07, 1.133404910721e-21, 4.958347242964e-21
8.600000000000e-02, 0.000000000000e+00, -3.132125701517e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 2.121940569844e-12, -9.000000000000e-07, 1.041877939067e-21, 5.092657367625e-21
8.800000000000e-02, 0.000000000000e+00, -3.168515324914e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.941157887666e-12, -9.000000000000e-07, 1.085227898872e-21, 4.658778930398e-21
9.000000000000e-02, 0.000000000000e+00, -3.204489992655e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 2.086664947158e-12, -9.000000000000e-07, 1.079951154654e-21, 5.007995873178e-21
9.200000000000e-02, 0.000000000000e+00, -3.240063376610e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 2.407032504218e-12, -9.000000000000e-07, 1.018690649380e-21, 5.776878010123e-21
9.400000000000e-02, 0.000000000000e+00, -3.275248426725e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 2.022197109727e-12, -9.000000000000e-07, 1.265789585352e-21, 4.853273063345e-21
9.600000000000e-02, 0.000000000000e+00, -3.310057383348e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 2.207167592560e-12, -9.000000000000e-07, 1.101080761591e-21, 5.297202222145e-21
9.800000000000e-02, 0.000000000000e+00, -3.344501825592e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 1.983143216965e-12, -9.000000000000e-07, 1.118138489202e-21, 4.759543720716e-21
1.000000000000e-01, 0.000000000000e+00, -3.378592717508e-07, 0.000000000000e+00, -1.000000000000e+03, -2.500000000000e+02, -2.500000000000e+02, 2.165239691408e-12, -9.000000000000e-07, 1.110759814602e-21, 5.196575259380e-21
