NodeID, DISPLACEMENT_X1, DISPLACEMENT_Y1, TEMPERATURE1, STRESS_XX, STRESS_XY, STRESS_YY, STRESS_ZZ, STRAIN_XX, STRAIN_XY, STRAIN_YY, STRAIN_ZZ
212, 8.391231131778e-10, -2.554054473299e-11, 2.499999712725e+01, -3.630936820936e-01, 6.766220984499e-02, 6.736120674484e-01, 5.067724883178e-01, -3.914893666768e-10, 6.766220984499e-11, 1.268635080942e-10, 4.344371852886e-11
213, 9.841896288604e-11, 2.049830792616e-14, 2.500000000000e+01, -1.850761034681e-02, -1.066798943027e-05, 1.969021608705e-03, -4.135519004771e-03, -7.186448265364e-12, -1.066798943027e-14, 3.051867712396e-12, -4.025943422761e-16
214, 6.553905073049e-11, -1.329447209598e-14, 2.500000000000e+01, -1.593871628071e-02, 2.793397472563e-06, -6.117399754966e-04, -4.136042568183e-03, -5.900654146534e-12, 2.793397472563e-15, 1.762834006073e-12, 6.827097295601e-16
215, 9.157998051640e-11, -2.706322570864e-14, 2.500000000000e+01, -1.801935801773e-02, 4.315483274280e-06, 1.475607689669e-03, -4.133631291424e-03, -6.941782804447e-12, 4.315483274280e-15, 2.805700049250e-12, 1.080558703882e-15
216, 4.077276230411e-10, -2.708559117723e-12, 2.499999985521e+01, -8.839629033317e-02, 4.262241549976e-03, 8.058008672832e-02, 2.419160946499e-02, -5.139485277043e-11, 4.262241549976e-12, 3.309333576031e-11, 4.899097128649e-12
217, 2.730694808438e-10, 1.873289267185e-14, 2.499999997899e+01, -4.253139712859e-02, -1.149200001299e-04, 3.041825201869e-02, -1.926183239235e-03, -2.073883518076e-11, -1.149200001299e-13, 1.573598939288e-11, -4.362282360807e-13
218, 9.775697155107e-11, -1.674565200503e-14, 2.499999999998e+01, -1.855393959490e-02, 3.410239270718e-06, 2.000685313990e-03, -4.134057761149e-03, -7.209203775549e-12, 3.410239270718e-15, 3.068108678897e-12, 7.371413270977e-16
219, 9.195701504297e-10, 1.873950282719e-11, 2.499999623621e+01, -4.408861411324e-01, -7.315191134770e-03, 8.341740872403e-01, 6.519351053545e-01, -4.872538591216e-10, -7.315191134770e-12, 1.502762550647e-10, 5.915676412186e-11
220, 1.043011708461e-10, 5.150862485877e-15, 2.499999999999e+01, -1.914857759861e-02, -6.976049050874e-06, 2.605508026257e-03, -4.137056003185e-03, -7.506533571908e-12, -6.976049050874e-15, 3.370509240525e-12, -7.727741960184e-16
221, 2.395775329926e-11, 7.189268469196e-15, 2.500000000000e+01, -1.348987130759e-02, -1.173712562782e-06, -3.056623887617e-03, -4.135333617133e-03, -4.676708801067e-12, -1.173712562782e-15, 5.399149089182e-13, 5.600441605455e-16
222, 1.044940859518e-10, -4.321883654949e-16, 2.499999999996e+01, -1.917994900584e-02, 2.110349256185e-06, 2.631602587426e-03, -4.124474207791e-03, -7.524060149801e-12, 2.110349256185e-15, 3.381715646832e-12, 3.677249223997e-15
223, 1.060642791216e-10, -1.062055868133e-14, 2.500000000000e+01, -1.933882507891e-02, -1.920129049256e-06, 2.792563326788e-03, -4.134124003385e-03, -7.601190917438e-12, -1.920129049256e-15, 3.464503285412e-12, 1.159620325337e-15
224, 2.280989109230e-10, -1.261656572322e-13, 2.499999999144e+01, -3.527605135778e-02, 2.666928688086e-04, 2.031198138352e-02, -3.379969017466e-03, -1.612204928393e-11, 2.666928688086e-13, 1.167196708672e-11, -1.740081137774e-13
225, 3.749058981745e-10, -4.320640084222e-12, 2.499999999367e+01, -7.114047962555e-02, 8.074110361475e-03, 5.244530710227e-02, -3.818036392384e-03, -3.310425046279e-11, 8.074110361475e-12, 2.868864290112e-11, 5.569711537909e-13
226, 3.851179443501e-10, -2.501988858094e-12, 2.499999974115e+01, -6.670524314389e-02, 3.029009499152e-03, 8.569666902748e-02, 2.116569363971e-02, -4.638620882056e-11, 3.029009499152e-12, 2.981474726513e-11, -2.450740428755e-12
227, 7.045039484641e-10, 2.527528022102e-11, 2.499999976453e+01, -3.732825102256e-01, -5.278002694691e-02, 2.806701569263e-01, 2.693688804356e-01, -2.357456575660e-10, -5.278002694691e-11, 9.123067600993e-11, 8.558003776455e-11
228, 8.665165601973e-10, -1.030650794713e-11, 2.499999676031e+01, -3.491980369155e-01, 5.707635238022e-02, 7.330735095120e-01, 5.253510121544e-01, -4.081265652441e-10, 5.707635238022e-11, 1.330092079696e-10, 2.914795929079e-11
229, 8.190221325762e-10, 2.879548911171e-12, 2.499999767661e+01, -3.614891182187e-01, 8.392001018018e-02, 5.769367928322e-01, 4.421944002651e-01, -3.508162612362e-10, 8.392001018018e-11, 1.183966942893e-10, 5.102549800574e-11
230, 9.075026514438e-10, 6.972971161895e-12, 2.499999568265e+01, -3.859639016478e-01, 2.721110228626e-02, 8.970548572340e-01, 6.845839356282e-01, -4.937461145024e-10, 2.721110228626e-11, 1.477632649385e-10, 4.152780413558e-11
231, 1.027044841064e-10, 2.863505121032e-14, 2.500000000007e+01, -1.892976099457e-02, -1.054119615729e-05, 2.374874404865e-03, -4.146327109581e-03, -7.391902556378e-12, -1.054119615729e-14, 3.260415143341e-12, -1.856138819445e-16
232, 8.435235409999e-10, 2.662013882352e-11, 2.499999701540e+01, -3.917092704849e-01, -3.483616545043e-02, 6.675853716780e-01, 5.137204822905e-01, -4.015011581177e-10, -3.483616545043e-11, 1.281461629637e-10, 5.121371826998e-11
233, 2.185526645306e-10, -5.209839939291e-14, 2.499999999796e+01, -3.402797443894e-02, 2.332478895513e-04, 1.777310371514e-02, -3.920541947582e-03, -1.508189016404e-11, 2.332478895513e-13, 1.081864891300e-11, -2.817391835925e-14
234, 2.110183473150e-11, -1.754256741758e-15, 2.500000000000e+01, -1.334951532736e-02, -4.864732210187e-07, -3.197718803708e-03, -4.134388627014e-03, -4.606510062346e-12, -4.864732210187e-16, 4.693881994784e-13, 1.053287825479e-15
235, 8.657302371183e-10, 1.851332542103e-11, 2.499999639263e+01, -3.193599000192e-01, -9.689832517866e-02, 7.036864571998e-01, 4.788156814850e-01, -3.755274325164e-10, -9.689832517866e-11, 1.359957460932e-10, 2.356035823577e-11
236, 3.549800912227e-10, -1.059732591816e-12, 2.499999986292e+01, -6.068134483672e-02, 2.833158201519e-03, 6.319501292581e-02, 9.655897478243e-03, -3.616947616901e-11, 2.833158201519e-12, 2.576870271226e-11, -1.000855011526e-12
237, 1.932023150024e-10, -1.099336311691e-13, 2.499999999986e+01, -3.036497078837e-02, 1.524483284194e-04, 1.394031408679e-02, -4.129631765833e-03, -1.313868196452e-11, 1.524483284194e-13, 9.013960473064e-12, -2.101245324954e-14
238, 3.737290507389e-10, 2.697318273668e-12, 2.499999987856e+01, -6.614703747534e-02, -7.770548996270e-03, 6.951876539008e-02, 1.045945192688e-02, -3.929352150964e-11, -7.770548996270e-12, 2.853937992307e-11, -9.902768085272e-13
239, 1.934260324188e-11, 4.203916382766e-16, 2.500000000000e+01, -1.325413243354e-02, 1.031935360709e-06, -3.289970761889e-03, -4.135013848955e-03, -4.559134347129e-12, 1.031935360709e-15, 4.229464886968e-13, 4.249451635963e-16
240, 4.572659276073e-10, -5.092868072316e-12, 2.499999948684e+01, -7.717811736715e-02, 4.868470309080e-03, 1.435213432079e-01, 5.119117899143e-02, -6.932768792537e-11, 4.868470309080e-12, 4.102204236217e-11, -5.143039746078e-12
241, 2.585572538815e-10, -3.594538385941e-13, 2.499999998399e+01, -4.023386290271e-02, 6.268729078594e-04, 2.667343235741e-02, -1.679437360319e-03, -1.936146821907e-11, 6.268729078594e-13, 1.409217941099e-11, -8.425544787199e-14
242, 1.469374320665e-10, -3.058303270064e-14, 2.500000000002e+01, -2.385743305734e-02, 2.165965839628e-05, 7.297155632840e-03, -4.146720214109e-03, -9.856219801639e-12, 2.165965839628e-14, 5.721074543452e-12, -8.633800224059e-16
243, 4.082644456752e-10, 4.308084375799e-12, 2.499999977356e+01, -6.740298839335e-02, -8.263642193729e-03, 9.213292915024e-02, 1.252687346156e-02, -4.613501528385e-11, -8.263642193729e-12, 3.363294348794e-11, -6.170084356398e-12
244, 3.941789987703e-10, 4.080675844601e-12, 2.499999990321e+01, -7.033534356135e-02, -1.005374457842e-02, 7.082249429756e-02, 4.569174338491e-03, -3.929688849062e-11, -1.005374457842e-11, 3.128203043884e-11, -1.844629540697e-12
245, 2.566051023912e-10, 1.364137426848e-14, 2.499999998650e+01, -4.143917033146e-02, 1.066923952674e-05, 2.612945463109e-02, -2.354570559607e-03, -1.940758456561e-11, 1.066923952674e-14, 1.437672791567e-11, 1.347153203189e-13
246, 2.432667477670e-10, -1.850487596019e-13, 2.499999999259e+01, -3.854902014187e-02, 2.276319747992e-04, 2.272805724656e-02, -2.786574151357e-03, -1.768009099351e-11, 2.276319747992e-13, 1.295844770071e-11, 2.011320017473e-13
247, 2.435948319334e-10, -3.940513695856e-13, 2.499999999869e+01, -3.831062692010e-02, 5.340719385306e-04, 2.194521887965e-02, -3.943264382305e-03, -1.715984127533e-11, 5.340719385306e-13, 1.296808162455e-11, 2.383999357130e-14
248, 1.947969362792e-11, 6.138949023695e-15, 2.500000000000e+01, -1.326185540327e-02, -1.413710337721e-06, -3.281448263525e-03, -4.135928528098e-03, -4.562994815214e-12, -1.413710337721e-15, 4.272087546612e-13, -3.137762516823e-17
249, 4.110620494689e-10, 9.994027696952e-13, 2.499999974836e+01, -7.600085372383e-02, -7.963160528291e-05, 1.028192686570e-01, 3.549237881728e-02, -5.587018090810e-11, -7.963160528291e-14, 3.353988028232e-11, -1.235646375372e-13
250, 2.582763262226e-10, -6.768650924780e-14, 2.500000000438e+01, -4.117216301737e-02, -1.467957126399e-04, 2.398394074902e-02, -4.651926728816e-03, -1.823091465710e-11, -1.467957126399e-13, 1.434713722610e-11, 2.920348717909e-14
251, 8.890584426752e-10, 1.609650173950e-11, 2.499999619200e+01, -3.375492881098e-01, -7.336419213245e-02, 7.792869899467e-01, 5.501303803276e-01, -4.200447819629e-10, -7.336419213245e-11, 1.383733570654e-10, 2.379505225581e-11
252, 1.240343545725e-10, -1.210475144565e-14, 2.500000000000e+01, -2.092668601429e-02, 8.426393380957e-06, 4.400171247368e-03, -4.137650290766e-03, -8.396787678497e-12, 8.426393380957e-15, 4.266640952332e-12, -2.269816735108e-15
253, 9.900192550402e-10, 2.290355139824e-11, 2.499999514555e+01, -6.741362990157e-02, 9.660503426295e-02, 1.028994531222e+00, 4.686911308166e-01, -3.806209753593e-10, 9.660503426295e-11, 1.675831052026e-10, -1.125685950002e-10
254, 1.149996685782e-10, -1.169176883387e-14, 2.500000000003e+01, -2.022342232704e-02, 9.316803724415e-06, 3.688277121017e-03, -4.144402566996e-03, -8.042166035257e-12, 9.316803724415e-15, 3.913683688773e-12, -2.656155233591e-15
255, 1.149443810525e-10, -9.014424325546e-15, 2.500000000000e+01, -2.005676772545e-02, 1.674007598853e-06, 3.530124825395e-03, -4.133742590051e-03, -7.962385342138e-12, 1.674007598853e-15, 3.831060933283e-12, -8.727744402448e-16
256, 1.892287646340e-10, -1.750109776184e-14, 2.500000000002e+01, -2.950253675641e-02, -5.697674297657e-05, 1.293355192059e-02, -4.164326673796e-03, -1.267363496203e-11, -5.697674297657e-14, 8.544409376467e-12, -4.529920725492e-15
257, 8.744544414293e-10, 2.811647614412e-11, 2.499999645406e+01, -3.267814807199e-01, -9.585893658895e-02, 7.012805343329e-01, 4.802867867205e-01, -3.756153726102e-10, -9.585893658895e-11, 1.384156349163e-10, 2.791876111007e-11
258, 8.805613666564e-10, -2.823525218728e-11, 2.499999610974e+01, -3.352894498859e-01, 1.024285608639e-01, 8.449201405577e-01, 6.143798732142e-01, -4.502242940000e-10, 1.024285608639e-10, 1.398805012218e-10, 2.461036755009e-11
259, 1.759807304977e-10, 2.117630912836e-14, 2.500000000088e+01, -2.677263370096e-02, 2.593274281177e-05, 1.022660026960e-02, -4.432474966647e-03, -1.123899635564e-11, 2.593274281177e-14, 7.260620629641e-12, -6.891698848357e-14
260, 3.953702867834e-10, 3.846799604280e-12, 2.499999986933e+01, -5.965098320982e-02, -9.442025184575e-03, 7.772674078578e-02, 1.544258119325e-03, -3.708244697548e-11, -9.442025184575e-12, 3.160641502231e-11, -6.484826310912e-12
261, 4.164090480349e-10, -1.527622163511e-12, 2.499999972848e+01, -7.744137844805e-02, 4.752341788582e-04, 1.058949628991e-01, 3.743691126035e-02, -5.766737528438e-11, 4.752341788582e-13, 3.400079538920e-11, -2.282304301796e-13
262, 8.984793864702e-11, 7.572699933123e-15, 2.500000000000e+01, -1.795410720735e-02, -3.303500184241e-07, 1.414081978021e-03, -4.140559223958e-03, -6.908941535816e-12, -3.303500184241e-16, 2.775153056868e-12, -2.167544122109e-15
263, 2.069012928877e-11, -1.516916710919e-14, 2.500000000000e+01, -1.329306763194e-02, 1.301199631559e-06, -3.257358189160e-03, -4.135324000461e-03, -4.577907856516e-12, 1.301199631559e-15, 4.399468648722e-13, 9.639592217076e-16
264, 2.020381622148e-10, 3.360063867563e-14, 2.500000000139e+01, -3.129731647918e-02, -2.006357140669e-05, 1.455629442977e-02, -4.315726783535e-03, -1.349561988138e-11, -2.006357140669e-14, 9.431185573099e-12, -4.825033552908e-15
265, 4.719124245407e-11, 7.738799387561e-15, 2.500000000000e+01, -1.463724685697e-02, -1.248350280470e-06, -1.902813709609e-03, -4.138134467476e-03, -5.250893375304e-12, -1.248350280470e-15, 1.116323198376e-12, -1.337180557678e-15
266, 5.808426165745e-11, -1.830554799293e-14, 2.500000000000e+01, -1.543947621447e-02, 2.334784043374e-06, -1.100444756795e-03, -4.138032912134e-03, -5.651973752293e-12, 2.334784043374e-15, 1.517541976545e-12, -1.252101125100e-15
267, 9.507904297014e-10, 2.113227974031e-11, 2.499999553249e+01, -3.334472599453e-01, -3.423238980643e-02, 8.212698198527e-01, 5.398850748953e-01, -4.201335338773e-10, -3.423238980643e-11, 1.572250060217e-10, 1.653263354299e-11
268, 1.855532958437e-10, -9.601307327460e-14, 2.500000000040e+01, -2.877641209114e-02, 6.061770798652e-05, 1.214010832181e-02, -4.154688550506e-03, -1.229281840060e-11, 6.061770798652e-14, 8.165441805877e-12, 1.804336971944e-14
269, 1.852292615555e-10, -6.924183946329e-14, 2.500000000032e+01, -2.834096772341e-02, 1.418516265371e-05, 1.197085426549e-02, -4.304461152821e-03, -1.208966711185e-11, 1.418516265371e-14, 8.066243882606e-12, -7.141382654950e-14
270, 4.493246488939e-11, -1.493384666145e-14, 2.500000000000e+01, -1.465361778249e-02, 6.001843508734e-07, -1.894117835590e-03, -4.134787429031e-03, -5.258602747536e-12, 6.001843508734e-16, 1.121147225915e-12, 8.124291948536e-16
271, 2.365332626316e-10, 1.337968947164e-13, 2.499999999453e+01, -3.712830502959e-02, -4.306421082584e-04, 2.146278581760e-02, -3.578705634515e-03, -1.685599189900e-11, -4.306421082584e-13, 1.243955352459e-11, -8.119220146507e-14
272, 3.712521042358e-10, -3.693212938998e-12, 2.499999992534e+01, -7.305297817543e-02, 7.950303868064e-03, 6.656992817754e-02, 1.625765678629e-02, -4.194277206650e-11, 7.950303868064e-12, 2.786868110998e-11, 2.712545414358e-12
273, 2.425706269118e-10, -1.435387251105e-13, 2.499999999260e+01, -3.833190696420e-02, 3.233094647252e-04, 2.281454817619e-02, -3.378539366877e-03, -1.752819006042e-11, 3.233094647252e-13, 1.304503750977e-11, -5.150626176165e-14
274, 2.132278458378e-10, -9.738411589441e-15, 2.499999999477e+01, -3.272965964125e-02, -1.668419149823e-05, 1.707326265344e-02, -3.557353472131e-03, -1.465777436249e-11, -1.668419149823e-14, 1.024368678486e-11, -7.162127792554e-14
275, 2.380964457904e-10, -2.166784707964e-14, 2.499999999057e+01, -3.676057929788e-02, -1.253525373411e-04, 2.173300364066e-02, -2.614036987352e-03, -1.705610498719e-11, -1.253525373411e-13, 1.219068648208e-11, 1.716616807452e-14
276, 9.329620859513e-10, 1.813639673220e-13, 2.499999610797e+01, -2.997314098742e-01, 2.313707515321e-02, 8.443285570052e-01, 5.299213190580e-01, -4.210852456687e-10, 2.313707515321e-11, 1.509447377710e-10, -6.258881202624e-12
277, 3.697714669648e-10, -1.451511825403e-12, 2.499999998756e+01, -7.000576423385e-02, -1.899254101423e-04, 5.366117193846e-02, -2.201952604775e-03, -3.319835731753e-11, -1.899254101423e-13, 2.863511076863e-11, 7.035484970085e-13
278, 1.586758073423e-10, -1.008500607027e-14, 2.500000000061e+01, -2.504420037087e-02, 1.021344136429e-05, 8.467543715833e-03, -4.232538289062e-03, -1.041904053820e-11, 1.021344136429e-14, 6.336831505149e-12, -1.320949729874e-14
279, 1.218727879680e-10, 2.785325724957e-14, 2.500000000014e+01, -2.106403057374e-02, 1.338461912806e-06, 4.455393463168e-03, -4.150788710190e-03, -8.450165089772e-12, 1.338461912806e-15, 4.309546928679e-12, 6.455842000017e-15
280, 8.798731205855e-11, -2.316967396592e-14, 2.500000000001e+01, -1.764335035594e-02, 2.478331250944e-06, 1.104868141628e-03, -4.137767807498e-03, -6.753608950066e-12, 2.478331250944e-15, 2.620500298718e-12, -8.176758456447e-16
281, 1.126857609567e-10, -2.175151131709e-14, 2.499999999998e+01, -1.986120382553e-02, 4.361392752498e-06, 3.324190234751e-03, -4.136976389635e-03, -7.864374652986e-12, 4.361392752498e-15, 3.728322377155e-12, -2.260935038074e-15
282, 1.733914149190e-10, -2.772136706429e-14, 2.500000000048e+01, -2.715475798823e-02, 7.266199375354e-06, 1.052559055807e-02, -4.211333531045e-03, -1.147266488468e-11, 7.266199375354e-15, 7.367509388472e-12, -9.526560874207e-16
283, 1.029934806330e-10, -1.905237186813e-14, 2.500000000001e+01, -1.890515642921e-02, 3.281815415679e-06, 2.361746751216e-03, -4.139053088695e-03, -7.384040129285e-12, 3.281815415679e-15, 3.249411460928e-12, -9.884590272029e-16
284, 3.157846723909e-10, 1.432958890881e-12, 2.500000007380e+01, -5.917425901877e-02, -7.379197582041e-04, 2.713404819356e-02, -9.497598038323e-03, -2.253587553135e-11, -7.379197582041e-13, 2.061827807481e-11, 2.302454958870e-12
285, 5.305165290427e-11, 4.139939088395e-15, 2.500000000000e+01, -1.515603618693e-02, -2.147383418558e-06, -1.390469503744e-03, -4.134488028808e-03, -5.509936271923e-12, -2.147383418558e-15, 1.372847069671e-12, 8.378071388182e-16
286, 1.174051056497e-10, 3.614024688596e-15, 2.499999999999e+01, -2.038760577997e-02, -3.061177500625e-06, 3.850572016526e-03, -4.135917339525e-03, -8.126995858600e-12, -3.061177500625e-15, 3.992093039650e-12, -1.151638376003e-15
287, 5.922148719275e-11, -7.778740758392e-15, 2.500000000000e+01, -1.562229113918e-02, 3.370843460085e-06, -9.237888434204e-04, -4.133210499909e-03, -5.743288318131e-12, 3.370843460085e-15, 1.605962829750e-12, 1.252001506043e-15
288, 1.175152621758e-10, -2.936892418784e-14, 2.500000000005e+01, -2.041452641636e-02, 2.427113021013e-05, 3.848268104777e-03, -4.138020039893e-03, -8.134549564156e-12, 2.427113021013e-14, 3.996847696411e-12, 3.703624076232e-15
289, 1.762365134276e-10, 4.251611185647e-14, 2.499999999947e+01, -2.788020659938e-02, -1.310389927336e-05, 1.139948329594e-02, -4.090228513266e-03, -1.190114491083e-11, -1.310389927336e-14, 7.738700036833e-12, -6.155867771490e-15
290, 5.919206263056e-11, 1.014694406016e-14, 2.500000000000e+01, -1.542044651688e-02, -3.088766140390e-06, -1.122497290829e-03, -4.135259651401e-03, -5.642366574782e-12, -3.088766140390e-15, 1.506608038244e-12, 2.268579582105e-16
291, 2.500885960556e-10, -2.041239264904e-13, 2.499999999354e+01, -3.961508898647e-02, 4.398949389815e-04, 2.446220321335e-02, -3.622421784110e-03, -1.820086422503e-11, 4.398949389815e-13, 1.383778187488e-11, -2.045306238518e-13
292, 2.311294310443e-10, -1.381585859542e-13, 2.499999999099e+01, -3.596817936771e-02, -1.371648344726e-05, 2.080714890817e-02, -3.017148743647e-03, -1.653671081186e-11, -1.371648344726e-14, 1.185095332608e-11, -6.119549982973e-14
293, 9.414333506513e-10, 2.132705101520e-11, 2.499999579429e+01, -3.116935812165e-01, -8.279116402858e-02, 7.911596561684e-01, 5.069202882279e-01, -3.956612688431e-10, -8.279116402858e-11, 1.557653498493e-10, 1.364566587907e-11
294, 1.177832109369e-10, -1.880337642221e-14, 2.500000000000e+01, -2.065181108561e-02, 4.287531832919e-06, 4.107792543397e-03, -4.143520485668e-03, -8.257432540298e-12, 4.287531832919e-15, 4.122369274206e-12, -3.287240326480e-15
295, 1.129865725562e-10, -2.004160328781e-14, 2.500000000002e+01, -1.999151954385e-02, 7.609403369777e-06, 3.441627596356e-03, -4.136564508963e-03, -7.926378033847e-12, 7.609403369777e-15, 3.790195536255e-12, 1.099483595763e-15
296, 2.361118545879e-10, 1.671422605449e-13, 2.499999999435e+01, -3.666495601511e-02, 1.608223274138e-04, 2.097403709471e-02, -3.277558119739e-03, -1.668683280471e-11, 1.608223274138e-13, 1.213266375020e-11, 6.866142974312e-15
297, 1.770405193343e-10, -2.974454195488e-14, 2.499999999995e+01, -2.750905775777e-02, -2.660682223570e-05, 1.098541144669e-02, -4.138361910411e-03, -1.168902031010e-11, -2.660682223570e-14, 7.558214292128e-12, -3.672386422230e-15
298, 1.043362183464e-09, -2.400876894707e-11, 2.499999462759e+01, -1.824698733141e-01, -1.044057127485e-02, 1.243565734142e+00, 6.885130042774e-01, -5.255601543310e-10, -1.044057127485e-11, 1.874576493969e-10, -9.006871553521e-11
299, 9.420719588510e-10, 1.766684328959e-11, 2.499999532459e+01, -3.976944563571e-01, 5.116725614799e-02, 9.706844786046e-01, 7.405767519254e-01, -5.276885440372e-10, 5.116725614799e-11, 1.565009234436e-10, 4.144706010401e-11
300, 8.735477698988e-11, -2.170115152573e-14, 2.500000000000e+01, -1.748119784874e-02, 1.122003538691e-06, 9.316834977970e-04, -4.138107405798e-03, -6.671739838363e-12, 1.122003538691e-15, 2.534700834904e-12, -1.946168936299e-16
301, 2.544068818755e-10, -4.418510549362e-13, 2.499999999290e+01, -4.019257002541e-02, 8.196489147683e-04, 2.521126993087e-02, -3.444046959901e-03, -1.855210558908e-11, 8.196489147683e-13, 1.414981438907e-11, -1.778440563194e-13
302, 2.876946511119e-10, -4.498511402429e-14, 2.499999996751e+01, -4.544727616486e-02, 2.355694128394e-05, 3.505365385895e-02, -1.265001739318e-03, -2.283237331897e-11, 2.355694128394e-14, 1.741809169293e-11, -7.412361061972e-13
303, 2.049325051475e-11, 3.695586293597e-15, 2.500000000000e+01, -1.328530395677e-02, -1.315232373221e-06, -3.254321947518e-03, -4.138019215348e-03, -4.574858536674e-12, -1.315232373221e-15, 4.406324679520e-13, -1.216165962970e-15
304, 5.035376299600e-11, -2.113485556524e-14, 2.500000000000e+01, -1.494701458379e-02, 2.159519805370e-06, -1.599536734213e-03, -4.136497494505e-03, -5.405217771396e-12, 2.159519805370e-15, 1.268521153395e-12, 4.077324888010e-17
305, 1.699867068065e-11, -5.506147567186e-15, 2.500000000000e+01, -1.318365586179e-02, -9.083606693617e-07, -3.370156469271e-03, -4.134878108095e-03, -4.523063500898e-12, -9.083606693617e-16, 3.836861953629e-13, 1.325375950924e-15
306, 9.534137824274e-10, 6.383885485933e-12, 2.499999559620e+01, -3.167379021521e-01, -9.410291564548e-02, 8.671257995409e-01, 5.630167666370e-01, -4.290836725104e-10, -9.410291564548e-11, 1.628481783362e-10, 1.079366188418e-11
307, 2.872202079212e-10, -5.677041343421e-13, 2.500000002414e+01, -5.000804545160e-02, 9.620998863404e-04, 2.728161161287e-02, -5.563563902393e-03, -2.116122008603e-11, 9.620998863404e-13, 1.748360844620e-11, 1.061020688574e-12
308, 4.267432537548e-11, 6.656054596900e-15, 2.500000000000e+01, -1.447832924914e-02, -9.361364914016e-07, -2.066775313888e-03, -4.135751868952e-03, -5.171110913162e-12, -9.361364914016e-16, 1.034666054463e-12, 1.777769312658e-16
309, 4.620837285095e-10, 5.174665079961e-12, 2.500000005322e+01, -3.669129668648e-02, -3.161483751570e-02, 9.796936507660e-02, -3.697594624426e-02, -2.470893650986e-11, -3.161483751570e-11, 4.262139437168e-11, -2.485126128875e-11
310, 4.049191954769e-10, -5.571837384458e-12, 2.499999986565e+01, -6.792027696864e-02, 1.350428597892e-02, 8.604776456440e-02, 1.106428613890e-02, -4.397185606910e-11, 1.350428597892e-11, 3.301216469741e-11, -4.479574515332e-12
311, 4.278394731265e-11, -1.801007158667e-16, 2.500000000000e+01, -1.456038216960e-02, 1.067534695337e-06, -1.989825417429e-03, -4.135050605238e-03, -5.211663516454e-12, 1.067534695337e-15, 1.073614859632e-12, 1.002265727149e-15
312, 4.392500125385e-10, 1.375617456486e-11, 2.500000008145e+01, -1.213770626111e-02, -3.937658591940e-02, 6.489714987028e-02, -7.606874362492e-02, -3.169665549620e-13, -3.937658591940e-11, 3.820046151073e-11, -3.228248523686e-11
313, 9.130606501025e-10, -1.039152699079e-12, 2.499999575155e+01, -3.672493426986e-01, 5.133176064521e-02, 9.146188176521e-01, 6.795803538687e-01, -4.899426938317e-10, 5.133176064521e-11, 1.509913863437e-10, 3.347215445194e-11
314, 1.781045943516e-11, -1.332795529091e-15, 2.500000000000e+01, -1.321412725497e-02, 3.983503466487e-08, -3.329425663675e-03, -4.136927811546e-03, -4.538955661634e-12, 3.983503466487e-17, 4.033951340131e-13, -3.559399226985e-16
315, 1.775776542598e-11, 3.306577737849e-15, 2.500000000000e+01, -1.315504415921e-02, -5.185112204767e-08, -3.386483644760e-03, -4.137817602783e-03, -4.509511767245e-12, -5.185112204767e-17, 3.747684899806e-13, -8.984890307136e-16
316, 7.475608222021e-11, -1.361641130127e-14, 2.500000000000e+01, -1.661919388652e-02, 2.856447993213e-06, 7.769799442678e-05, -4.140736498322e-03, -6.241361021029e-12, 2.856447993213e-15, 2.107084919442e-12, -2.132326932093e-15
317, 3.650811017862e-10, 2.845298397516e-13, 2.500000009646e+01, -6.592801049744e-02, -3.002996488191e-03, 3.738323219084e-02, -1.593407527732e-02, -2.468443909782e-11, -3.002996488191e-12, 2.697118224632e-11, 3.125285122382e-13
318, 3.341955881378e-10, -7.839452210743e-13, 2.499999998875e+01, -6.487501145057e-02, 3.111786091349e-03, 4.328431350431e-02, 2.425286419414e-03, -3.099336378035e-11, 3.111786091349e-12, 2.308629869709e-11, 2.656785154640e-12
